applicant_id,gender,region_tier,age_band,age,education,employment_type,monthly_income_declared,loan_amount_requested,loan_tenure_months,loan_purpose,emi_to_income,is_new_to_credit,bureau_score,credit_history_months,num_existing_loans,enquiries_6m,upi_txn_count_3m,upi_inflow_median,upi_inflow_cv,upi_merchant_diversity,avg_balance_3m,days_balance_below_500,salary_regularity,mobile_tenure_months,recharge_regularity,utility_ontime_ratio,sim_changes_12m,default_12m
APP0011482,female,metro,41-50,43,graduate,salaried_informal,12000.0,35200.0,12,consumer_durable,0.286,0,671.0,35.0,0,1,61,1518.57,0.6311,7,1883.34,16,0.4392,56.0,0.7875,0.9582,3,0
APP0011767,male,tier2,41-50,42,upto_secondary,salaried_formal,9000.0,29200.0,24,business_working_capital,0.1582,1,,,0,0,52,1840.59,0.4634,8,1192.84,32,0.4878,57.0,0.7632,1.0,0,0
APP0011772,male,tier2,21-30,25,postgraduate,salaried_informal,14500.0,48300.0,12,consumer_durable,0.3248,0,666.0,22.0,1,2,64,3372.35,0.7712,13,2182.79,20,0.8623,19.0,0.4228,0.5393,0,0
APP0011948,female,rural,31-40,40,graduate,agri,5800.0,30100.0,6,business_working_capital,1.012,1,,,0,0,53,1669.63,0.8125,12,1280.5,37,0.0,37.0,0.3254,0.1552,1,1
APP0011978,male,rural,41-50,44,higher_secondary,gig_worker,11100.0,66800.0,24,education,0.2934,0,651.0,62.0,3,2,67,1442.83,0.3872,15,1026.11,20,0.9889,82.0,0.6885,0.5649,0,1
APP0012025,male,metro,31-40,39,upto_secondary,salaried_informal,13000.0,80600.0,12,education,0.6045,0,623.0,57.0,3,0,62,3768.64,0.3626,11,3064.97,24,0.3997,30.0,0.4868,0.55,0,1
APP0012063,female,tier2,41-50,42,graduate,salaried_informal,5000.0,20800.0,24,medical,0.2028,0,542.0,23.0,3,1,52,1515.99,0.4802,7,1707.06,22,0.5878,28.0,0.446,0.5103,0,0
APP0012247,male,tier2,31-40,33,upto_secondary,salaried_formal,31500.0,165300.0,18,business_working_capital,0.3411,1,,,0,0,62,11081.71,0.3997,10,4373.62,8,0.9826,3.0,0.0784,0.3009,0,1
APP0012502,female,tier3,21-30,25,higher_secondary,agri,5100.0,37500.0,12,education,0.7169,1,,,0,0,49,1472.88,1.2134,5,729.8,43,0.1013,9.0,0.3903,0.7614,1,1
APP0012546,female,metro,31-40,37,upto_secondary,salaried_informal,6500.0,34600.0,18,business_working_capital,0.346,0,560.0,23.0,1,1,61,1557.97,0.53,10,951.54,24,0.1182,30.0,0.1852,0.231,0,1
APP0012669,male,tier3,21-30,29,graduate,gig_worker,6800.0,41500.0,12,consumer_durable,0.595,1,,,0,0,57,1584.92,0.882,12,658.58,28,0.0,93.0,0.1085,0.4819,0,1
APP0012821,male,tier2,31-40,31,postgraduate,gig_worker,6900.0,23200.0,18,consumer_durable,0.2186,1,,,0,3,67,1641.89,1.0459,11,545.29,32,0.3086,24.0,0.0965,0.0,1,1
APP0012910,female,tier3,21-30,25,upto_secondary,gig_worker,5000.0,23900.0,12,consumer_durable,0.466,1,,,0,0,53,1629.54,0.8449,13,1227.95,41,0.0,16.0,0.1858,0.7425,1,1
APP0012940,female,tier3,31-40,33,graduate,self_employed,8100.0,47500.0,12,two_wheeler,0.5718,1,,,0,1,51,1502.0,0.7396,11,1159.04,16,0.6111,101.0,0.2866,0.4649,1,1
APP0012951,male,tier3,31-40,36,graduate,salaried_formal,21800.0,86900.0,12,business_working_capital,0.3887,0,550.0,20.0,2,0,55,3806.6,0.2678,8,4770.09,12,0.866,27.0,0.4146,0.6636,0,0
APP0013085,male,tier2,31-40,36,graduate,salaried_informal,7100.0,33800.0,6,medical,0.9283,0,574.0,81.0,0,3,51,1406.58,0.7364,7,735.3,31,0.1835,70.0,0.5615,0.7657,0,1
APP0013219,male,metro,31-40,39,upto_secondary,agri,5700.0,9700.0,36,medical,0.0553,1,,,0,1,59,1051.44,0.4006,9,328.03,25,0.221,23.0,0.6511,0.2557,0,0
APP0013230,male,tier2,51+,56,upto_secondary,salaried_informal,17700.0,62200.0,36,business_working_capital,0.1142,1,,,0,2,53,2008.99,0.8114,7,2194.96,17,0.507,43.0,0.2452,0.0,1,1
APP0013252,female,tier3,31-40,39,upto_secondary,gig_worker,6300.0,36600.0,12,medical,0.5664,1,,,0,0,51,1886.44,1.0889,12,1167.82,21,0.4096,14.0,0.8904,0.8525,0,0
APP0013512,male,tier3,21-30,30,higher_secondary,salaried_informal,9400.0,56500.0,6,education,1.1721,0,556.0,44.0,0,1,48,1151.04,0.4354,6,860.55,27,0.1961,89.0,0.3858,0.2948,1,1
APP0013610,female,tier2,31-40,39,graduate,agri,5800.0,30000.0,18,business_working_capital,0.3362,1,,,0,1,63,1584.72,0.5828,10,904.33,24,0.0,43.0,0.0,0.106,0,0
APP0013894,male,tier2,31-40,32,graduate,salaried_formal,19700.0,128400.0,24,consumer_durable,0.3177,0,686.0,20.0,2,1,63,3088.56,0.7213,8,3378.52,33,0.3951,26.0,0.5823,0.9722,0,1
APP0014142,male,metro,31-40,39,graduate,salaried_formal,21400.0,50200.0,6,consumer_durable,0.4574,0,702.0,34.0,1,1,53,2336.39,0.6226,10,3810.97,19,0.7721,21.0,0.6979,0.6707,0,1
APP0014215,male,metro,21-30,29,upto_secondary,self_employed,10800.0,36300.0,6,medical,0.6554,0,530.0,28.0,2,1,54,2334.16,0.7396,11,1183.74,29,0.4221,49.0,0.819,0.7416,1,1
APP0014263,female,metro,31-40,39,graduate,self_employed,5700.0,46800.0,12,business_working_capital,0.8005,1,,,0,4,65,1964.5,0.6493,16,1200.17,37,0.0738,44.0,0.2205,0.5339,1,1
APP0014334,male,metro,31-40,39,graduate,self_employed,6100.0,22200.0,12,business_working_capital,0.3548,0,424.0,51.0,3,1,48,989.06,0.8458,12,739.85,42,0.5193,40.0,0.1936,0.5457,1,1
APP0014398,female,metro,41-50,45,higher_secondary,salaried_formal,22000.0,49800.0,12,consumer_durable,0.2207,0,510.0,59.0,3,3,50,3809.32,0.4492,22,7995.83,16,0.6911,42.0,0.0,0.1636,0,0
APP0014463,female,tier3,41-50,46,upto_secondary,salaried_formal,13900.0,45000.0,12,two_wheeler,0.3156,0,617.0,36.0,2,2,62,3982.07,0.5848,8,2529.36,15,1.0,18.0,0.409,0.6636,1,1
APP0014577,female,metro,31-40,34,graduate,gig_worker,5300.0,20200.0,12,education,0.3716,1,,,0,2,65,1717.04,0.423,13,1430.78,19,0.2207,42.0,0.543,0.4959,0,0
APP0014745,female,tier2,41-50,46,higher_secondary,salaried_formal,24100.0,106000.0,24,consumer_durable,0.2144,0,717.0,69.0,3,1,69,4293.79,0.3212,15,8777.93,8,0.8831,26.0,0.4224,0.6451,1,0
APP0014836,female,tier3,41-50,47,higher_secondary,salaried_informal,30500.0,211400.0,6,consumer_durable,1.3516,1,,,0,0,70,3868.41,0.5409,11,5975.33,8,0.746,18.0,0.7229,0.5184,0,1
APP0014911,female,metro,31-40,32,higher_secondary,agri,5000.0,13000.0,6,consumer_durable,0.507,1,,,0,2,61,1417.7,0.6788,4,914.8,34,0.1207,21.0,0.0475,0.1903,1,1
APP0014995,female,tier2,21-30,28,higher_secondary,salaried_formal,19000.0,36200.0,12,consumer_durable,0.1858,1,,,0,1,67,3929.07,0.3591,12,5234.61,20,0.6798,42.0,0.6942,0.4679,1,0
APP0015086,male,tier3,31-40,33,higher_secondary,agri,8100.0,25900.0,6,education,0.6235,1,,,0,1,48,1529.55,0.4889,13,572.54,31,0.187,24.0,0.6139,0.5397,0,0
APP0015090,female,tier2,31-40,40,upto_secondary,self_employed,7000.0,38500.0,24,education,0.2681,0,679.0,39.0,3,5,55,1803.7,0.2236,7,1565.9,19,0.7525,23.0,0.7012,0.9043,2,0
APP0015515,female,tier2,31-40,32,graduate,agri,9800.0,31800.0,12,education,0.3164,0,524.0,13.0,1,0,48,2204.88,0.3719,8,2705.35,31,0.297,60.0,0.353,0.36,0,1
APP0015516,male,rural,31-40,32,higher_secondary,gig_worker,6000.0,11800.0,12,two_wheeler,0.1918,1,,,0,2,47,1443.68,0.9673,10,387.86,43,0.235,23.0,0.1077,1.0,0,1
APP0015522,female,tier2,21-30,25,graduate,self_employed,5000.0,28700.0,12,medical,0.5596,0,481.0,36.0,0,0,55,866.42,0.6639,13,1723.97,43,0.0,18.0,0.3258,0.0,0,1
APP0015560,male,tier2,31-40,32,graduate,gig_worker,10200.0,46900.0,24,business_working_capital,0.2242,1,,,0,0,60,1260.55,0.4668,16,1933.88,21,0.146,80.0,0.257,0.2774,1,1
APP0015574,female,tier2,41-50,41,higher_secondary,salaried_formal,38900.0,52300.0,24,business_working_capital,0.0655,0,729.0,31.0,0,1,75,10279.59,0.4598,16,10659.7,6,0.7676,119.0,1.0,0.664,1,0
APP0015577,female,tier2,31-40,40,graduate,gig_worker,14100.0,65200.0,12,education,0.4509,0,874.0,26.0,3,0,53,3311.92,0.7157,10,5097.98,7,0.9459,42.0,0.9278,0.7314,0,0
APP0015793,male,metro,31-40,40,upto_secondary,self_employed,10700.0,37600.0,12,two_wheeler,0.3426,0,522.0,171.0,0,0,61,1302.93,0.6479,12,1020.77,20,0.3076,21.0,0.3903,0.3095,1,0
APP0015798,male,rural,21-30,24,graduate,agri,7700.0,28700.0,12,medical,0.3634,1,,,0,0,62,1182.87,0.6311,8,1004.31,45,0.1608,33.0,0.2566,0.3231,0,1
APP0015835,female,tier2,41-50,42,higher_secondary,self_employed,8300.0,52500.0,6,two_wheeler,1.2334,0,525.0,34.0,0,3,70,1208.78,0.1635,17,1481.29,22,0.6398,44.0,0.5582,0.6987,0,1
APP0015972,male,metro,41-50,44,graduate,agri,7100.0,28200.0,18,business_working_capital,0.2582,0,531.0,48.0,1,2,60,1954.93,0.2829,18,1563.24,20,0.3509,36.0,0.0,0.3355,2,1
APP0016089,male,tier3,21-30,27,graduate,self_employed,7200.0,28700.0,24,medical,0.1943,1,,,0,2,54,1529.4,1.3145,12,639.16,35,0.0,44.0,0.7003,0.7753,2,1
APP0016353,female,metro,41-50,49,graduate,salaried_formal,56100.0,288200.0,18,education,0.3339,0,808.0,9.0,1,1,63,14718.77,0.3827,11,10543.73,3,0.9404,16.0,0.4646,0.5322,1,0
APP0016521,female,tier2,21-30,28,graduate,salaried_formal,18600.0,117500.0,6,education,1.2319,1,,,0,2,57,3572.12,0.8987,8,3063.96,28,0.3214,32.0,0.7905,0.5087,0,1
APP0016548,male,metro,21-30,25,higher_secondary,salaried_formal,31700.0,143100.0,12,medical,0.4401,1,,,0,1,51,9148.51,0.8495,7,3613.48,15,1.0,25.0,0.2504,0.4558,0,0
APP0016552,female,metro,21-30,26,upto_secondary,salaried_formal,17800.0,77700.0,18,business_working_capital,0.2837,0,698.0,121.0,3,4,60,5765.57,0.4387,13,7862.29,16,0.9706,40.0,0.9793,0.9079,0,0
APP0016603,male,tier2,31-40,40,upto_secondary,agri,11100.0,76100.0,24,business_working_capital,0.3342,0,681.0,35.0,1,1,54,1847.33,0.05,13,1324.96,20,0.4575,69.0,0.8974,0.5781,3,0
APP0016790,male,tier2,21-30,25,higher_secondary,salaried_informal,5000.0,18800.0,24,medical,0.1833,1,,,0,1,64,1658.57,0.7941,14,1055.02,34,0.0047,73.0,0.6301,0.6562,0,0
APP0016827,male,tier3,31-40,32,upto_secondary,agri,5900.0,11500.0,12,two_wheeler,0.19,0,493.0,107.0,0,2,45,1189.65,1.1776,7,596.2,32,0.0,26.0,0.6268,0.8281,1,1
APP0016881,female,metro,31-40,36,graduate,salaried_informal,9100.0,48500.0,24,two_wheeler,0.2598,1,,,0,3,51,1321.22,1.1765,6,1885.73,37,0.0,30.0,0.4248,0.137,2,1
APP0016935,male,metro,31-40,35,higher_secondary,salaried_informal,13300.0,28200.0,12,medical,0.2067,0,645.0,32.0,1,6,75,3780.54,0.4839,14,1397.77,9,0.7672,72.0,0.7947,0.8139,0,0
APP0017143,female,metro,31-40,39,upto_secondary,gig_worker,10100.0,52800.0,12,two_wheeler,0.5097,1,,,0,1,67,2157.51,0.5129,12,2404.6,16,0.7529,26.0,0.9578,0.7084,0,0
APP0017175,male,metro,51+,53,postgraduate,self_employed,13500.0,48700.0,18,consumer_durable,0.2345,1,,,0,0,58,2598.12,0.05,12,3082.89,14,0.4774,22.0,0.2296,0.6414,0,0
APP0017185,male,tier2,41-50,49,upto_secondary,salaried_informal,7900.0,24000.0,12,education,0.2962,1,,,0,1,57,951.05,0.7781,6,997.49,50,0.0,32.0,0.333,0.1041,0,0
APP0017442,female,tier2,41-50,44,upto_secondary,gig_worker,10300.0,48800.0,18,two_wheeler,0.308,0,432.0,26.0,3,2,49,2970.94,0.9934,10,3023.28,14,0.2728,19.0,0.5884,0.0581,1,0
APP0017477,male,metro,51+,53,upto_secondary,agri,8200.0,40900.0,6,consumer_durable,0.9726,0,577.0,16.0,1,3,53,1835.34,0.4369,9,1170.36,22,0.1795,43.0,0.3918,0.162,1,1
APP0017485,female,rural,31-40,33,higher_secondary,gig_worker,5000.0,15500.0,6,consumer_durable,0.6045,0,575.0,78.0,2,3,47,1337.05,0.8937,7,612.59,22,0.0788,79.0,0.5046,0.6333,0,1
APP0017555,male,tier3,31-40,34,higher_secondary,salaried_informal,10600.0,38400.0,24,education,0.1766,1,,,0,3,51,1840.88,0.4523,8,2267.18,31,0.5082,48.0,0.2906,0.7835,0,0
APP0017700,male,tier2,31-40,31,upto_secondary,agri,6600.0,11500.0,24,consumer_durable,0.0849,1,,,0,2,52,1219.3,0.9452,7,591.38,35,0.1338,33.0,0.4776,0.6774,1,1
APP0017713,male,rural,21-30,26,graduate,self_employed,7800.0,27500.0,36,consumer_durable,0.1146,1,,,0,3,55,1390.47,0.4987,11,734.64,33,0.0774,15.0,0.4031,0.3382,0,1
APP0017892,female,tier3,31-40,37,upto_secondary,self_employed,5000.0,15000.0,6,consumer_durable,0.585,0,564.0,12.0,1,2,52,835.18,0.7711,12,1327.9,24,0.144,32.0,0.3995,0.6107,0,1
APP0017954,male,tier3,21-30,24,upto_secondary,agri,10600.0,38000.0,6,consumer_durable,0.6991,0,636.0,121.0,2,0,44,2045.87,0.6644,9,2399.71,23,0.4256,37.0,0.6505,0.8267,0,0
APP0017988,male,tier3,41-50,45,upto_secondary,salaried_informal,11400.0,60500.0,6,medical,1.0349,0,638.0,17.0,1,0,55,2052.29,0.7457,14,3059.4,9,0.8095,38.0,0.1553,0.3937,0,0
APP0018104,male,tier2,21-30,28,graduate,self_employed,9500.0,45700.0,6,consumer_durable,0.9381,1,,,0,1,48,2109.22,0.6667,8,1282.89,16,0.2805,84.0,0.0658,0.0162,1,0
APP0018144,female,rural,21-30,27,graduate,salaried_informal,13600.0,82400.0,12,medical,0.5907,0,604.0,58.0,5,0,68,3308.06,0.6837,17,3248.62,17,0.2291,33.0,0.0059,0.1648,2,0
APP0018250,female,tier3,31-40,34,upto_secondary,salaried_informal,12700.0,26500.0,12,two_wheeler,0.2034,1,,,0,3,54,2504.04,0.4307,15,4424.88,10,0.6092,36.0,0.2967,0.7997,0,0
APP0018348,female,rural,41-50,41,graduate,agri,5300.0,28600.0,6,business_working_capital,1.0523,1,,,0,2,43,1069.32,0.8332,9,1038.48,35,0.1001,13.0,0.142,0.1711,1,1
APP0018421,male,tier3,41-50,44,graduate,gig_worker,6400.0,47800.0,12,business_working_capital,0.7282,0,593.0,10.0,0,0,66,1633.3,1.2382,20,884.91,39,0.0,25.0,0.756,0.8152,0,1
APP0018470,male,rural,31-40,33,graduate,salaried_formal,10100.0,32100.0,18,two_wheeler,0.2066,1,,,0,3,60,2610.6,0.7508,11,980.04,22,0.5764,30.0,0.3641,0.3834,0,1
APP0018488,male,tier2,31-40,32,upto_secondary,gig_worker,7300.0,20200.0,36,business_working_capital,0.0899,0,517.0,28.0,3,0,42,999.69,1.1403,17,1106.23,33,0.0,42.0,0.2391,0.2696,1,1
APP0018731,male,metro,41-50,43,postgraduate,gig_worker,8800.0,49000.0,12,business_working_capital,0.5429,0,726.0,39.0,1,1,62,1356.85,0.2772,17,1326.03,12,0.7738,37.0,0.3488,0.3484,1,0
APP0018733,male,tier2,31-40,37,higher_secondary,gig_worker,20600.0,94500.0,18,medical,0.2982,0,676.0,70.0,1,2,77,4081.27,0.5347,18,7155.06,15,0.9707,42.0,0.3462,0.5889,1,1
APP0018927,female,metro,31-40,36,upto_secondary,self_employed,6900.0,23200.0,36,two_wheeler,0.1093,0,606.0,36.0,3,0,67,1084.65,0.5982,11,675.01,28,0.3229,70.0,0.9302,0.8775,0,0
APP0019070,female,tier3,41-50,46,graduate,salaried_informal,19200.0,127900.0,6,medical,1.299,1,,,0,2,67,2389.04,0.401,14,3889.49,17,0.6974,59.0,0.0845,0.318,0,1
APP0019090,male,rural,31-40,35,postgraduate,self_employed,11100.0,21600.0,12,education,0.1897,1,,,0,1,61,2090.28,0.2916,20,1683.92,13,0.5543,45.0,0.2039,0.0942,0,1
APP0019197,female,tier3,21-30,28,upto_secondary,salaried_informal,19000.0,104500.0,24,business_working_capital,0.2681,1,,,0,0,63,4746.03,0.4216,12,3212.4,15,0.645,17.0,0.436,0.0657,0,0
APP0019391,female,tier2,31-40,32,graduate,self_employed,10800.0,100400.0,6,medical,1.8128,0,723.0,51.0,2,1,56,3900.91,0.3545,10,2605.17,11,0.4223,7.0,0.2173,0.1245,1,1
APP0019716,female,tier2,31-40,31,upto_secondary,salaried_formal,19700.0,119900.0,12,medical,0.5934,1,,,0,1,67,3990.32,0.1796,18,2491.48,19,0.5614,35.0,0.3326,0.8114,0,1
APP0019743,male,tier2,31-40,32,upto_secondary,salaried_formal,26200.0,177100.0,12,business_working_capital,0.6591,1,,,0,5,63,3518.04,0.1979,13,4032.28,13,0.402,70.0,0.3533,0.716,0,0
APP0019931,male,metro,31-40,34,upto_secondary,salaried_formal,23200.0,35200.0,6,education,0.2959,0,786.0,53.0,1,0,46,4926.44,0.5931,13,6972.39,11,0.7552,32.0,0.4508,0.7925,0,0
APP0020054,female,rural,41-50,43,graduate,salaried_formal,35000.0,294800.0,18,consumer_durable,0.5475,0,759.0,78.0,0,2,88,6482.52,0.2414,19,6196.62,6,0.8153,30.0,0.791,0.5535,1,0
APP0020083,male,tier2,31-40,32,higher_secondary,salaried_formal,19700.0,60100.0,24,consumer_durable,0.1487,0,576.0,23.0,1,2,54,2208.76,0.8419,12,7161.04,32,0.0,62.0,0.5254,0.3663,1,1
APP0020318,female,tier2,31-40,39,upto_secondary,salaried_formal,20400.0,154200.0,6,consumer_durable,1.474,0,628.0,8.0,2,1,63,3455.69,0.4646,8,4932.75,18,0.6182,24.0,0.3959,0.3174,1,1
APP0020661,male,metro,31-40,38,upto_secondary,salaried_informal,18100.0,70500.0,6,education,0.7595,1,,,0,1,57,2525.81,0.2922,15,2755.04,11,0.9353,18.0,0.4164,1.0,0,0
APP0020682,female,metro,41-50,47,higher_secondary,salaried_formal,31200.0,145800.0,36,medical,0.1519,1,,,0,0,78,6819.97,0.5477,9,2369.27,16,0.6303,23.0,0.5338,0.2569,0,0
APP0020853,female,tier3,21-30,30,higher_secondary,agri,6900.0,28600.0,12,medical,0.4041,0,593.0,32.0,2,1,53,1935.97,0.8678,7,1105.85,25,0.2279,92.0,0.521,0.5623,0,1
APP0020965,female,metro,31-40,37,higher_secondary,gig_worker,7000.0,37100.0,18,education,0.3445,0,569.0,35.0,2,2,53,2079.0,1.1039,8,1246.02,40,0.3588,38.0,0.1562,0.1866,2,1
APP0021085,female,tier2,31-40,32,graduate,salaried_informal,5600.0,32500.0,24,business_working_capital,0.2829,0,586.0,37.0,0,1,65,856.5,0.8673,6,933.49,36,0.2933,17.0,0.0,0.3081,0,0
APP0021169,male,metro,31-40,36,upto_secondary,agri,6700.0,35100.0,12,education,0.5108,0,538.0,12.0,0,3,46,2113.73,0.7636,11,1957.29,30,0.0599,42.0,0.5871,0.4323,1,1
APP0021199,female,tier2,31-40,40,upto_secondary,salaried_informal,8000.0,52300.0,12,two_wheeler,0.6374,0,631.0,44.0,2,1,56,3130.86,0.4108,9,2118.28,25,0.4053,70.0,0.5187,0.7138,1,0
APP0021263,male,rural,41-50,41,graduate,agri,16000.0,122200.0,6,medical,1.4893,1,,,0,1,50,3366.32,0.0763,10,2476.71,21,0.1462,39.0,0.516,0.5818,1,0
APP0021295,female,rural,31-40,38,higher_secondary,gig_worker,6000.0,28700.0,24,education,0.2332,1,,,0,0,73,1091.36,0.9073,15,757.16,30,0.1405,34.0,1.0,0.9431,1,1
APP0021441,male,metro,21-30,27,graduate,gig_worker,19400.0,26900.0,12,business_working_capital,0.1352,0,666.0,61.0,1,1,79,2192.02,0.3176,10,2255.31,11,1.0,11.0,0.5819,0.0,0,0
APP0021487,female,metro,31-40,36,higher_secondary,salaried_informal,7700.0,63200.0,18,two_wheeler,0.5335,1,,,0,2,42,1499.36,0.9914,6,723.07,32,0.2296,59.0,0.5752,0.1731,1,1
APP0021495,male,tier2,21-30,29,postgraduate,salaried_informal,9100.0,25900.0,24,education,0.1387,0,566.0,48.0,1,2,44,1506.33,0.9991,5,1404.94,37,0.4961,73.0,0.2358,1.0,0,1
APP0021599,male,metro,31-40,33,graduate,self_employed,12400.0,53500.0,12,education,0.4207,0,718.0,50.0,2,1,58,3669.04,0.6901,17,1054.66,21,0.7425,57.0,0.7816,0.7116,0,1
APP0021669,female,metro,41-50,47,graduate,salaried_formal,37000.0,74700.0,6,business_working_capital,0.3937,1,,,0,1,61,12630.72,0.05,16,11432.41,10,0.9241,44.0,0.9608,0.7547,0,0
APP0021671,male,metro,31-40,37,higher_secondary,gig_worker,8400.0,24000.0,12,business_working_capital,0.2786,0,721.0,73.0,2,2,50,2048.66,0.9498,12,4680.14,28,0.64,51.0,0.9168,0.8734,0,0
APP0021859,female,tier3,31-40,32,graduate,agri,7900.0,33200.0,18,business_working_capital,0.2732,1,,,0,1,47,1954.43,0.5606,8,1095.69,30,0.192,44.0,0.8317,0.4049,0,0
APP0021966,male,tier2,31-40,32,graduate,salaried_informal,7200.0,13400.0,24,business_working_capital,0.0907,1,,,0,1,49,1212.45,0.7824,14,803.94,31,0.03,68.0,0.4796,0.8389,0,0
APP0021977,female,tier3,41-50,44,higher_secondary,salaried_formal,50100.0,68000.0,6,business_working_capital,0.2647,0,878.0,30.0,5,2,67,12562.89,0.05,13,15704.01,2,0.634,81.0,0.9441,0.9761,0,0
APP0022013,female,metro,31-40,35,upto_secondary,self_employed,9600.0,70900.0,18,business_working_capital,0.4801,1,,,0,2,64,1627.1,0.291,12,2542.52,19,0.1843,48.0,0.0674,0.7252,0,1
APP0022048,female,metro,51+,59,graduate,gig_worker,8700.0,51600.0,24,business_working_capital,0.2891,0,593.0,13.0,0,2,51,2669.98,0.9253,14,783.48,15,0.683,73.0,0.2245,0.6771,1,0
APP0022067,male,tier2,31-40,33,postgraduate,self_employed,18400.0,57000.0,12,education,0.302,1,,,0,5,65,3227.35,0.9715,10,1247.83,16,0.4135,50.0,0.2081,0.2735,0,0
APP0022216,male,metro,21-30,29,graduate,self_employed,9800.0,46200.0,18,education,0.3064,0,570.0,78.0,1,0,55,2186.78,0.5634,6,610.46,26,0.4821,13.0,0.2621,0.0,1,1
APP0022520,female,tier2,31-40,33,upto_secondary,gig_worker,5700.0,48400.0,12,business_working_capital,0.8279,0,565.0,29.0,0,0,59,1779.56,0.7325,8,1405.58,35,0.0,30.0,0.0,0.2453,1,1
APP0022571,male,tier2,31-40,36,upto_secondary,salaried_formal,18200.0,47200.0,18,business_working_capital,0.1686,0,491.0,47.0,0,2,54,3595.51,1.007,14,1924.38,29,0.2894,30.0,0.6448,0.5347,0,1
APP0022661,female,tier2,41-50,42,postgraduate,salaried_informal,12300.0,68100.0,12,education,0.5398,0,609.0,45.0,0,0,58,3537.23,0.6557,11,1748.36,17,0.8402,18.0,0.5021,0.9349,0,0
APP0022694,female,metro,21-30,27,upto_secondary,self_employed,5900.0,32900.0,12,consumer_durable,0.5437,1,,,0,4,58,1445.04,0.9052,8,875.06,28,0.4155,51.0,1.0,1.0,0,0
APP0022726,male,rural,41-50,43,higher_secondary,agri,6600.0,27700.0,12,business_working_capital,0.4092,1,,,0,1,55,1050.0,1.0893,14,788.93,34,0.196,22.0,0.554,0.1033,0,1
APP0022819,male,metro,21-30,28,upto_secondary,salaried_formal,14000.0,40800.0,12,consumer_durable,0.2841,0,567.0,25.0,1,2,57,2895.44,0.6203,9,3034.46,26,0.6342,10.0,0.4721,0.1923,0,0
APP0022853,female,tier3,31-40,32,upto_secondary,self_employed,14200.0,16500.0,6,consumer_durable,0.2266,1,,,0,1,77,2755.73,0.3486,18,2199.83,19,0.7087,19.0,0.8307,1.0,0,0
APP0022858,female,rural,31-40,36,higher_secondary,salaried_informal,6400.0,9700.0,24,education,0.0739,1,,,0,1,64,1913.87,1.0615,9,657.45,43,0.1628,45.0,0.5998,0.5535,0,0
APP0022877,male,tier3,21-30,25,higher_secondary,gig_worker,9600.0,45300.0,6,business_working_capital,0.9202,1,,,0,2,61,1339.81,0.7965,15,2251.94,39,0.0,24.0,0.2539,0.3902,0,1
APP0022878,female,rural,41-50,46,upto_secondary,salaried_informal,14600.0,58300.0,36,education,0.1298,1,,,0,0,67,4165.49,0.6294,9,5681.71,11,0.942,47.0,0.6831,0.9862,1,0
APP0022892,male,tier3,41-50,41,higher_secondary,gig_worker,8300.0,39000.0,24,consumer_durable,0.2291,1,,,0,2,45,1185.76,0.3699,11,1049.99,20,0.6532,86.0,0.7626,0.717,1,0
APP0022898,female,rural,31-40,34,higher_secondary,gig_worker,6800.0,59900.0,24,business_working_capital,0.4294,0,652.0,24.0,2,6,79,1180.06,0.2251,9,1579.88,8,0.752,19.0,0.0628,0.2382,0,1
APP0023006,female,tier3,21-30,24,graduate,gig_worker,5500.0,36000.0,24,consumer_durable,0.3191,1,,,0,2,56,1179.09,0.4693,5,529.62,27,0.1798,26.0,0.538,0.5679,1,0
APP0023016,female,rural,21-30,27,postgraduate,agri,5400.0,28600.0,18,education,0.3443,0,576.0,4.0,1,2,52,1337.59,0.3257,9,475.14,23,0.3633,46.0,0.2816,0.6774,0,0
APP0023298,female,rural,21-30,30,higher_secondary,salaried_informal,6400.0,41400.0,6,business_working_capital,1.2614,1,,,0,0,62,1973.31,0.4959,8,1335.83,25,0.1287,36.0,0.1948,0.1304,0,1
APP0023404,male,metro,31-40,38,upto_secondary,salaried_informal,7200.0,48800.0,6,consumer_durable,1.3217,0,415.0,53.0,2,0,57,1410.76,1.1477,7,436.48,42,0.0,111.0,0.3153,0.745,0,1
APP0023431,male,rural,31-40,37,graduate,salaried_formal,46500.0,48600.0,6,medical,0.2038,0,801.0,37.0,1,1,82,6443.48,0.05,17,17214.33,2,0.829,41.0,0.6488,0.4119,0,0
APP0023541,female,tier3,31-40,37,upto_secondary,agri,6400.0,74400.0,12,consumer_durable,1.1334,1,,,0,2,56,1829.22,0.8913,14,1663.48,26,0.4654,39.0,0.3882,0.7188,1,1
APP0023684,female,rural,21-30,22,graduate,salaried_formal,16400.0,43000.0,12,consumer_durable,0.2556,1,,,0,4,58,3005.19,0.3916,8,2792.56,18,0.7996,5.0,0.0591,0.0,3,1
APP0023758,female,rural,41-50,41,graduate,salaried_formal,27100.0,99500.0,36,consumer_durable,0.1193,0,629.0,24.0,2,1,61,5860.28,0.4243,15,4436.95,10,1.0,44.0,0.0,0.0891,1,0
APP0024039,female,metro,51+,53,higher_secondary,salaried_informal,8800.0,12200.0,18,education,0.0901,0,656.0,37.0,1,1,62,2589.18,0.6704,8,950.02,21,0.221,68.0,0.4699,0.7926,0,0
